text,pro,anti,New_Pro,New_Anti
@OOPMALFOY Ill tell you infections arent fun but yknow,0,0,0,0
"BREAKING: There are 117 new confirmed cases of COVID-19 in Alberta, bringing the provincial total to 871.

Watch the update live in the story below. 

https://t.co/jfL099XPkE",0,0,0,0
"See retweet below. We are getting some great data but need more participants. 

We are wanting to represent as many students and lecturers in Ireland as possible. 

Please participate and share if you can :)

#loveIrishresearch #COVID19 #education #college https://t.co/0LU9bD8kAw",0,0,0,0
Nottinghamshire: Latest Nottingham and Nottinghamshire coronavirus cases breakdown https://t.co/XdBdrycmID ...Let's Discuss? #digitaltransformation #digitalstrategy #digitalworkplace https://t.co/2VLVkF8RP7,0,0,0,0
@ncitybase_ Hmu,0,0,0,0
767 more cases of Covid confirmed in Ireland as death toll rises by two https://t.co/segfjKBqFL,0,0,0,0
"COVID-19: UK breaks daily jab record for second day in a row with more than 711,000 doses administered https://t.co/gP5yQC0Tna",0,0,0,0
"You wouldn’t know it by listening to the SNP, but in Scotland more COVID-19 tests are now being conducted by the UK Government than by the Scottish Government.

This is confirmed by the Scottish Government’s own data:
https://t.co/67g1mnlHrd https://t.co/wJIWhbwCTm",0,0,0,0
How are there still Canadians who can't see that Ottawa is run by criminals?? https://t.co/vmYNmcK0oF,0,0,0,0
"Sir David Norgrove slaps down health secretary Matt Hancock over the UK gov's massaging of covid-19 test data.

""It is not surprising that data on testing are so widely criticised and often mistrusted... Good evidence is essential to success in containing the virus."" https://t.co/4aJRsrNFUe",0,0,0,0
@BeachcatTt Amen!,0,0,0,0
"Happening now in the UK. Relatives being ""sprayed"" with chemicals on entry to care homes. Beyond belief, dangerous, wasteful &amp; not recommended under any circumstances. Can someone with power &amp; leadership speak out so that this never becomes normalised https://t.co/sdU20aTxFH https://t.co/czl3HRxKSz",0,0,0,0
Read and watch the latest stories of social action and a citizen journalism article from #TogetherWeHelp national research project exploring social action in Scotland during Covid-19 - a thread 👇 #SocialActionInquiry #BuildForwardBetter,0,0,0,0
2 meters too far? UK govt to review current Covid-19 distancing guidelines as businesses prepare to reopen https://t.co/hDbpH7JCE4,0,0,0,0
"And don’t forget they used Chevening to sort out the end of his last marriage and plan the announcement of his next 👶 , taking two weeks to do so while serious leaders around the world dealt with something called COVID-19 https://t.co/PfqRanBmSr",0,0,0,0
thinking about cat girls,0,0,0,0
"Great thread, bang on.  Most of Canada is completely upside down on this stuff (and you see it in the deaths and icus)

H/t @andyperun https://t.co/y9MRL86cyZ",0,0,0,0
"Great case study of Abergavenny, Wales:
Coronavirus: Slow recovery and uncertainty in towns https://t.co/McPYaFS3kG",0,0,0,0
Want to say thanks for someone who went above and beyond during #Covid19 ? Minimum of £10 gets your name on the side of the #nhsspitfire to raise money for NHS Charities Together - currently flying around hospitals in the UK! #AvGeek https://t.co/1sOAt3Rk5z,0,0,0,0
Only in fucking Australia would they make a report on Corona with Undertale music https://t.co/jJZ7mMBoAN,0,0,0,0
"Since the outbreak of COVID-19, Newbury Soup Kitchen has had to move from providing meals on a Thursday evening in the Salvation Army Hall and soup and snacks sessions in the Wharf on a Saturday afternoon to… https://t.co/hUzXbLFLFv",0,0,0,0
"40,000 have now officially died from coronavirus in the UK; this is exactly double the number the government said would be a good outcome.

So in conclusion we have a terrible government who are doing a terrible job. DEMAND ACCOUNTABILITY.",0,0,0,0
"Following the PM’s announcement last night of National restrictions in England from 5 November, we anticipate that as with the earlier lockdown in March this year, we will be exempt from closure. We expect to continue to operate with our current Covid measures in place. https://t.co/SPeMZC0qQ1",0,0,0,0
“First patient in Swindon to be vaccinated today at 7:30am”....”7:54am and the patient hasn’t arrived yet.”.....”8.05am patient vaccinated”. Not the best start to a mass vaccination programme!!! #covid https://t.co/bfNAR4nnFC,0,0,0,0
Two COVID-19 vaccine prototypes created in Edmonton to start clinical trials  https://t.co/s9f5MpKbjN,0,0,0,0
"@ArmyStreaminGP @gogoarmys_ @BTS_twt O amor não tira férias  #BARMYFabricandoStream
EGO DREAM @BTS_twt",0,0,0,0
"UK Records 621 More Coronavirus Deaths In 24 Hours As Latest Care Home Data Released
The latest figures were announced by the government on Saturday. The number of people who have died in the UK after testing positive for coronavirus has risen to 28,131.
https://t.co/TLIFIdEj0N",0,0,0,0
If you want to see how a Labour government would be dealing with the current COVID-19 situation just look at how they’re doing in Wales.,0,0,0,0
Exclusive: Channel 4 News has seen the inventory of the UK government pandemic PPE stockpile - and can reveal almost 80% of respirators were out of date when coronavirus hit. Watch the full investigation at 7pm tonight on Channel 4 News. https://t.co/R7UtFHxpH6,0,0,0,0
I've written something for the new edition of London Landscapes magazine about how the coronavirus crisis has exposed the precarious funding of London's parks. You can read an online version here on the @LDNGardensTrust website. https://t.co/Csvk8Obi25,0,0,0,0
@Dontforgetyour9 @BogochIsaac We have our ducks in a row to make the case. Our issue in BC is that the patient review office is closed for COVID - so once your caregiver is denied access that's that. We have enough prior experience to prepare for the worst as we're very familiar with the power dynamics.,0,0,0,0
Excellent stuff. Who wouldn't look at the world's response to Covid19 &amp; conclude that the best place for the UK to be is in Donald Trump's pocket? https://t.co/jfKE9y6fN2,0,0,0,0
The government of #Ontario is trying to quietly remove environmental protections during the pandemic while #COVID19 ravages our country. The people and environment will suffer. Please help #nature and stop the changes - lend your support. #onpoli #topoli - https://t.co/zkDVVbGv5O,0,0,0,0
"If there wasn’t a #lockdown the #bookstall would have been open on the 1st Sunday #Christmas #market in #Cirencester. However, you can order books from our website 24/7 because #BooksAreEssential and make great Christmas #presents.
https://t.co/lGWI3P0EFr https://t.co/g8SCdwCl42",0,0,0,0
"Caution is needed as a recommendation has been agreed to move from COVID-19 Alert Level 4 to Level 3 in the UK, Niall Dickson, chief executive of the NHS Confederation, has said -- https://t.co/vVSVgLnqUl https://t.co/au8LNGMfM0",0,0,0,0
"‼️ WATCH &amp; SHARE!!

➡️ The Government states it's processing:
- 340132 tests a day
- Over 2 million in 7 days
- Nearly 29 million overall
https://t.co/VMEKccWaU9

⁉️ Yet test centers across the UK are empty?!

#FilmYourTestCentre
#WhereAreAllTheSickPeople

Follow @MinistryDissent https://t.co/dhtdWz0Ul9",0,0,0,0
"The Victorian border with New South Wales is set to be closed - but would you believe this has happened before? 

Read more here ⬇️ https://t.co/SW6bazGatR",0,0,0,0
There were almost 850 patients admitted to hospital with Covid in England in the last 24 hours to 8am today. That's pretty much a full major hospital. In one day. #Covid19UK,0,0,0,0
"Our message to @BorisJohnson @10downingstreet – address the causes of #obesity, not just the symptoms, in your new obesity drive. Read this joint letter from North West Directors of Public Health co-ordinated by @food_active here: https://t.co/ab0Tv0dU3Z @ADPHUK @CMPHN #wellbeing",0,0,0,0
"Daniel Andrews and his team have smashed the covid numbers in Victoria despite having no media support and constant undermining of his message. 

Thank you to all Victorians who did your part for the common good. Nearly there.",0,0,0,0
"@PizzaPizzaLtd also, do you guys take covid-19 measure seriously? You can answer yes or no. If yes. Check cctv at Markham-Lawrence location. If no.. I don’t think as a customer feel safe even entering in store.",0,0,0,0
"Muslims didn’t visit homes on Eid, Hajj didn’t take place, no Diwali for Hindus, no Vaisakhi for Sikhs. Yet at Christmas it’s perfectly legal to have three families over for 5 days - illegal during the entire pandemic. Never let it be said that minorities don’t put Britain first.",0,0,0,0
"There is a strange phenomenon occurring across Canada. 

Canadian conservatives, Jason Kenney especially, seem to be duplicating efforts to use the pandemic to further their political agendas. 

Taking cues from &amp; mimicking far right leaders across the globe. https://t.co/sEmZ6cZF9w",0,0,0,0
#COVID19: Senior doctors have called on England's chief medical officer to halve the gap between the first and second doses of the Pfizer #coronavirus vaccine https://t.co/LCqKI9wVoY,0,0,0,0
"It would not be until March 2 that Johnson would attend a Cobra meeting about the coronavirus. But by then it was almost certainly too late. 

Britain was on course for one of the worst infections of the most deadly virus in more than a century

https://t.co/90fMvq20O5 https://t.co/uJinPcpZn7",0,0,0,0
Dr. Anthony Fauci says keeping U.S. border closed may keep a lid on coronavirus numbers. “WE KNOW!” said the entire country of Canada.,0,0,0,0
"4月10日は　＃駅弁の日 ♪
皆様の思い出の「ドルパ弁当」は何ですか？
＃スーパードルフィー　＃ドルパ　＃ホビーは心の支え https://t.co/aBYeBSjX9V",0,0,0,0
三浦翔平  カッコイイと思ったらRT https://t.co/OrtdkPbTEx,0,0,0,0
🦠Coronavirus: What's happening in UK care homes right now is a scandal our grandchildren will ask about | UK News | Sky News https://t.co/TaHibsI7fr,0,0,0,0
The no1 cause of deaths for under 16 year olds is motor vehicle collisions. #uk #roads https://t.co/CRtGld7CXm,0,0,0,0
"Yesterday there were no new cases and no lost lives reported. Cases with unknown source are down, as is the 14 day rolling average in Melb, this remains stable in regional Vic. There is more info here: https://t.co/eTputEZdhs

#COVIDVicData https://t.co/CcLKzwPQHk",0,0,0,0
Coronavirus-struck ship off Port Hedland likely to see half of crew brought ashore. Via @laurabirch25 laurabirch25 @K_Michelmore @e_laschon https://t.co/olbDxwul8N,0,0,0,0
"COVID-19 outbreak at Vancouver care home has infected 85 people, killing five https://t.co/44oc81oEMv https://t.co/VOxjRCAKg0",0,0,0,0
"Well the pesky humans made me get out of bed today but it wasn’t all bad I had a lovely walk along #Portobello promenade. I’m happy to report that everyone was very well behaved. Stay safe everyone lots of 💜 from PH Logie. 

#StayHomeSaveLives @EdinPolNE https://t.co/LgrmBktDde",0,0,0,0
Opinion: This is what it feels like to live in Melbourne right now #lockdown #COVID19Vic https://t.co/tkqiytmGIY,0,0,0,0
Let's be honest the GAA have done other sports soccer rugby etc no favours at all with the way they carried on last few months and very annoying that the unbelievable work done by league of Ireland clubs and grassroots with Covid regulations always goes unnoticed by government https://t.co/iUHKi2FL4f,0,0,0,0
ZAYN can pull off any hairstyle with any hair colour and still he be looking FINE as hell https://t.co/M07DCsjPw5,0,0,0,0
"Latest COVID-19 hospital admissions and deaths data for England has been published.

Daily admissions rose rapidly this week, exceeding 300 on Wednesday for the first time since mid-June.

The increase in the moving average implies doubling time of 10-11 days.  (1/4) https://t.co/QnPjr8hfvU",0,0,0,0
After my birthday 💯 https://t.co/3BhjQGCYst,0,0,0,0
اتقوا الله في المساكين الضريبه تشكل مصيبه #ضريبه_القيمه_المضافه,0,0,0,0
"Ontario health officials provide COVID-19 update – March 22, 2021 #Canada
https://t.co/jpel0KbrY2",0,0,0,0
"BREAKING: “COVID-19 spread onboard Perth Qantas flight from Ruby Princess passengers, research reveals”

The #RubyPrincess- the one boat ⁦⁦@ScottMorrisonMP⁩ didn’t stop- spread COVID-19 across Australia. 

Story via ⁦@jennynoise⁩⁩ 👇🏻 https://t.co/xTLH1AzBrt",0,0,0,0
"+UPDATE+

UK civil servants now believe the final cost to taxpayers of secretive non publicly tendered contracts handed out to friends of &amp; donors to the Conservative Party for dysfunctional Coronavirus PPE &amp; IT purchases will be in excess of £10 billion.",0,0,0,0
"Fantastic that Jeanette has got her jab!

The COVID-19 vaccine has now been offered to residents at every eligible care home with older residents across England. https://t.co/8MgMWSr4Je",0,0,0,0
President Uhuru Kenyatta officially opens United Nations-The Nairobi Hospital (UN-TNH) Treatment facility in Nairobi County. https://t.co/pKTdrJtpDL,0,0,0,0
بيطلع لي ضرس العقل 🙈,0,0,0,0
Covid-19 news: Third England lockdown could last until March https://t.co/xbx6blkIF4,0,0,0,0
"During the week ending 17/01/2020, the UK recorded the most Covid-19 deaths per capita *in the world*.

https://t.co/zVZaUAuWgQ https://t.co/2BMfUvEAem",0,0,0,0
"Are we reaching the end of the peak in Ontario?

Our efforts now to #flattenthecurve are just as important. https://t.co/3zgvkou9YC https://t.co/Oov0VZqqur",0,0,0,0
"Today Canada is in 62nd  place globally in “total vaccines per 100 people”. Canada’s government is in first place, however, in sowing confusion and distrust about vaccines. 
 
Source: Our World in Data #cdnpoli",0,0,0,0
"#BREAKING
A man in his 20s has died from COVID-19 overnight - the youngest life to be claimed by the virus in Australia. https://t.co/Dqa82TxoGK",0,0,0,0
"@TheBMA has led the way on the way on this through the Fatigue &amp; Facilities Charter &amp; the £10 million funding to Improve Junior Doctors lives in England, the @AAGBI have great fatigue pages &amp; @RCPLondon &amp; @MattRoycroft  have something brewing that will be positive https://t.co/wP8UVYtqk6",0,0,0,0
"Here's one for all those who say New Zealand's response to #COVID19 was an over-reaction... Yeah, nah! Thanks to everyone at @PunahaMatatini for helping show what could have been. #lockdownnz https://t.co/20B53dV2gT",0,0,0,0
"UK is in a ‘leading position’ to track Covid, says Dido Harding, on basis almost entire population now has it.",0,0,0,0
5 mink samples taken from a BC farm have all tested positive for the virus that causes COVID-19 in humans. An outbreak was declared on Sunday after 8 workers at the site contracted the virus. Previous story: https://t.co/Ogxg9LXSn6,0,0,0,0
"The ONC figures today are an appalling reality of a Britain divided by wealth, exposed by Covid.

You are 2.5 times more likely to die from Covid if you live in a deprived area.

The question for the 6th richest country in the world, is why do we accept deprived areas at all?",0,0,0,0
"The lies go on..
Health Secretary @MattHancock announced 111 new coronavirus deaths in UK today. 
But in fact the total rose by 556. 
Presumably, he just hoped nobody would notice. 
They're only people, after all. https://t.co/U6S30s273q",0,0,0,0
Tensions rising in Labor over virus response. “We’ve pranced around but we haven’t done the basics” said one Labor MP. Spot on. So bring in the help Victoria needs &amp; that’s the highly trained ADF to get on top of #COVID19 crisis #AndrewsArrogance #springst https://t.co/NT1AJFW23t,0,0,0,0
"In its efforts to procure supplies to fight the coronavirus, Britain has awarded thousands of contracts worth billions of dollars. Much of that money has gone to politically connected companies, a New York Times analysis found. https://t.co/5tEO7yZQlY",0,0,0,0
This short briefing has been prepared on behalf of the UK #construction sector to brief companies and individuals on the ongoing repercussions of the #Covid19 crisis  https://t.co/BdJ2oz4VUh https://t.co/EjMAK9Jgzu,0,0,0,0
"BREAKING: There have been 1,441 daily confirmed #coronavirus cases in the UK - the highest number since June 14. 

Read the latest here: https://t.co/N7HtlMBs3A https://t.co/aloEv4C0U4",0,0,0,0
Long-Term Care Minister ⁦@DrFullertonMPP⁩ claims NDP members are “laughing” when discussing the grave situation in Ottawa nursing homes. I am the only reporter in the chamber right now and no one is laughing. #onpoli #COVID19 https://t.co/WZJAM7C6S1,0,0,0,0
"60,000 may have 'long Covid' for more than three months, UK study finds 

Researchers say people with prolonged coronavirus symptoms at risk of being forgotten as they struggle to get help

 https://t.co/vejf9GIHTh",0,0,0,0
"After the delays of Jan &amp; Feb, Canada is meeting the vaccine targets it set out for this quarter of 2021. https://t.co/jAYX8z62y1",0,0,0,0
"322 cases in Ireland today, down from ~1200 a couple of weeks ago. Really looks like the lockdown could be working.

https://t.co/OOGDVHqeQW",0,0,0,0
"“Cronyism in Britain is rampant and goes unpunished. We're turning into a banana republic | Conservatives”... 
1/. Read
2/. Consider
3/. Join ⁦@YesCymru⁩ 
because this lit are for keeps https://t.co/LfXLY6ZUAG",0,0,0,0
"#NCTDREAM's #JISUNG and #FROZEN's #ANNA have reportedly been dating. 

SM Entertainment already confirmed that the two has been seeing each other since last year. 

https://t.co/9c8kyhUXwf https://t.co/6QV6mfeNSQ",0,0,0,0
@SpencerFernando We are on a topic that companies in #Canada should also be investigated like #Expedia @Expedia #Travel and feel free to add and retweet. #Expedia taking advantage of consumers during #Covid #pandemic not refunding customers #PeterKern #EricHart both cowards. Worst company ever,0,0,0,0
"Just on Sky News discussing the Snowy Mountains brumbies and nature's food chain, the order in which we look after things:

1. Humans
2. Animals
3. Plants
4. Asbestos
5. Cancer
6. COVID
7. The Greens",0,0,0,0
#UK to plunge into deepest slump on record with worst fall in GDP among #G7 https://t.co/KXsuQbwQ1a #COVID19 #Brexit #coronavirus #economy #BrexitReality,0,0,0,0
"Today, Hindu communities around Canada begin the celebration of #Navratri. To keep each other safe from #COVID19 while celebrating, continue to follow guidelines from your local public health authorities. Happy Navratri!
https://t.co/kygQWE9DrM https://t.co/oVMNTFCcJB",0,0,0,0
"Y’all, this harden to Toronto got to stop just because we lost two games. The guy is not worth it at this point. He is a walking risk for COVID and we will not know how good the team is if half the team is in quarantine",0,0,0,0
"Huduma Kenya CEO James Buyekane Muhati is the same one from @IEBCKenya ICT whose testimony will be crucial in that #JusticeForChrisMsando judicial inquest. In the meantime, all systems are being put in place for a repeat of 2017, with even more sophistication. https://t.co/5H9EOpbWni",0,0,0,0
"Wales' chief medical officer Frank Atherton had raised concerns about Christmas attractions that remained open
#Coronavirus https://t.co/xN8EwjAvwn",0,0,0,0
"'I would like to adopt a Johnson-esque, recklessly cavalier optimism about Britain’s future prospects outside of the EU, but I am a realist and I don’t believe in🦄' – @MadeleinaKay AKA #EUSuperGirl about the #UK gov't handling of the pandemic &amp; #Brexit. https://t.co/8QbsybrCce",0,0,0,0
dmv twitter was sumn else today,0,0,0,0
"Paramount has pushed back the release dates for Mission: Impossible 7 and 8, the Chris Pratt-led sci-fi/action film The Tomorrow War, and a new Dungeons &amp; Dragons movie. https://t.co/xxB2nzfH7F https://t.co/SHn9plJvzV",0,0,0,0
"1) In a stunning lack of transparency, Quebec has announced it will no longer make public each day its #COVID numbers on infections, deaths and tests. In this thread, I will explain why this not only hurts our democracy but undermines efforts to control this unstable #pandemic.",0,0,0,0
¯\_(ツ)_/¯ sums up the Ontario #COVID19 testing situation perfectly https://t.co/94cDPQelD5,0,0,0,0
"Another problem with suicide stats someone just mentioned: there will be  regional differences.

Some regions of Ontario would be up. Others may be lower. 

So aggregate data doesn't tell the story at all. It's misleading and can be manipulated. https://t.co/jFVqUZgOUh",0,0,0,0
"@ianjamesjohnson @markjhooper @AndyBounds @SarahNev @Laura_K_Hughes @PublicHealthW @jamswilliams85 Correct, Wales publishes both, right down to local authority level https://t.co/pOtQWkQ95E",0,0,0,0
"BREAKING: 5 London bus drivers have now died from #Coronavirus. Yet still the Govt. tells millions of non-essential workers to go to  work, cramming into buses as they do. This is madness.",0,0,0,0
"In another life where it's covid free, I'd be on vacay starting Thursday n return to work on Monday after frolicking in Negril.  What a dream!",0,0,0,0
"Twitter friends if you want a clever/fact based live coverage of #COVID19Aus update in Melbourne/Victoria, follow my friend @MelissaLDavey (cc @GuardianAus ) #melbournelockdown #Victoria #coronavirus https://t.co/HFqYuqth8H",0,0,0,0
"'Herd immunity' theory meant UK gave up on containing coronavirus too soon

https://t.co/Tphcio2mwR https://t.co/eKozkUZaF0",0,0,0,0
"Alesha Dixon reflects on Britain's Got Talent's 2021 series being postponed amid COVID-19 lockdown: The singer, 42, spoke about the show's return on Thursday's edition of Steph's Packed Lunch on Channel 4. https://t.co/VVZlsDbEo8 https://t.co/FZvHFGjXOY",0,0,0,0
"The Department of Foreign Affairs and Trade has confirmed the man in his 20s who recently returned to Toowoomba and tested positive for COVID-19 was a private security contractor, not a diplomatic or consular staff member, despite earlier reports he was consular staff.",0,0,0,0
423 new coronavirus cases reported in Milton Keynes today - MKFM https://t.co/rQxBfNEVEP,0,0,0,0
"A brilliant, heartbreaking, inspiring feature tonight by @CSherwinCTV. These selfless front-line workers, and so many others, are our true heroes: Inside a Montreal hospital's COVID-19 intensive care ward a year into the pandemic https://t.co/vPYk9O2QF2 via @CTVMontreal",0,0,0,0
"There are at least 300,000 people in the UK who pose a sexual threat to children.

@NCA_UK and @PoliceChiefs are warning of a spike in online offending during the #COVID19 pandemic.

We urge parents and carers to help keep them safe online. 

Read more ➡️ https://t.co/eKUvzkLYMD https://t.co/0sBuUmk1Nv",0,0,0,0
Canada has no reason now not to give a hard no! Sadly I fear it will a soft wimpy yes. https://t.co/MvN8sNT3nt,0,0,0,0
"#Quebec reports 16 deaths from #COVID19, over 900 new cases
https://t.co/qZRZPNP2br",0,0,0,0
"It’s easy to think that the government easing lockdown for Christmas is them giving preferential treatment to the Christian communities in the UK. But that is not true. The government aren’t doing this because they love Christians so much, it’s because they love capitalism.",0,0,0,0
"#CoronavirusUpdate #England: A new #lockdown in England is due to come into effect on Thursday 5 November, lasting until at least 2 December. Here are some questions and answers about what the regulations will mean for you. BBC News https://t.co/0IdKrMleZI",0,0,0,0
"I’m sending an email to the Prime Ministers office about what I think is going on in Ontario with Doug Ford and him delaying vaccine distribution. 

As Ford would say himself, enough is enough. 

We need to turn the table on this vindictive corrupt premier.",0,0,0,0
"Youngest child back at school for four days. Now has cough. Trying to book a covid test. Turns out there aren't any available in South West London by post, drive through or walk in. So what now? #TestandTrace https://t.co/Kq67AboNnw",0,0,0,0
"And yet, miraculously, schools in Australia are safe.
Can I get an hallelujah...?😐 https://t.co/vVljHJBFqw",0,0,0,0
@TDen2020 I still don’t believe Americans don’t have an app like Australia that lets you know if you have been in the vicinity of a COVID outbreak.,0,0,0,0
"When Australia ran our last pandemic exercise, the iPhone was just launched... maybe we can revisit this for the interests of national security. #Covid_19australia 

https://t.co/FBoDngbLR8",0,0,0,0
"The new measures will come into force in Flintshire at 6pm on Thursday 1 October, to protect people’s health and control the spread of coronavirus.
#Flintshire #coronavirus #coronavirusuk #coronavirustesting
https://t.co/HHld3V8kcd",0,0,0,0
"With 100,000 Covid deaths, Journalists better mention that Boris Johnson:

Feb-
Said he wanted UK to have the loosest reaction to Coronavirus.
Skipped 5 Cobra Meetings.

Mar-
Told people to shake hands
Allowed mass crowds

May-
Denied the Stay Home order existed to save Cummings",0,0,0,0
"The fact that in a pandemic, we have a PR firm being paid to weaken faith in the scientific consensus should be a concern to everyone about how politics works in NZ. The public should know who's funding it. Any reporters feel up to the task? #nzpol",0,0,0,0
"DCMS committee this morning painted a difficult picture for UK events and impact of capitulation around providing clarity and leadership for millions in the industry who are waiting find out about their futures. Plenty of jaw drop moments, this one from RAH boss in particular ⬇️ https://t.co/orMMf2wb1N",0,0,0,0
Test caught just 3 per cent of students with covid-19 at UK university https://t.co/YMP6lfpTWO,0,0,0,0
"Fantastic news about the @Novavax vaccine. This is one more step towards getting Britain vaccinated. Thank you to everyone involved in this national effort.

https://t.co/mh3tJmI4ef",0,0,0,0
"All hand sanitiser sold in Australia should contain enough alcohol to protect against COVID-19. But due to loose labelling laws, not all sanitisers on the market do. Sign the @choiceaustralia petition to stop companies selling ineffective products: https://t.co/Ni1Jqu1Xp1",0,0,0,0
"NEW: Today's update of the @FinancialTimes UK death model suggests that by 22 April there have been roughly

43,100 

excess deaths linked to coronavirus.
The 2,000 increase from Tuesday reflects:
a) 759 hospital deaths scaled up for community deaths
b) new Scottish data...    1/",0,0,0,0
"Toronto now has a voluntary self-isolation center (140 rooms) for #COVID19. 

Great move.

""...this new site will help those for whom it's simply not possible to limit close contacts &amp; self-isolate effectively at home."" 

-Patty Hajdu, Minister of Health

https://t.co/1G3C2nLTxy",0,0,0,0
How is anyone straight,0,0,0,0
"📢 We are delighted to be teaming up with @SLondonCitizens to launch #SouthLondonListens, a new campaign giving everyone in south London a voice 🔊 as we develop a new action plan 📜 to help tackle the #mentalhealth impacts of Covid-19. Sign up today 👇https://t.co/cicv3CfPx2",0,0,0,0
"""We are being silenced. In our own hospitals. By our own managers."" 

Six-months pregnant hospital doctor @meenalsworld is speaking out on the UK's PPE crisis. 

#medicsnotmartyrs via @carolecadwalla https://t.co/wJHTw4BLyA",0,0,0,0
"Between the Ontario government's delay in prioritizing LTC residents and the Pfizer near term cutback in deliveries, I think it's fair to say many LTC residents have been left needlessly exposed for the coming worst stage of the pandemic.
https://t.co/NQRkFYDexE",0,0,0,0
"Everything you can and can't do from today as gyms and pools reopen in England
https://t.co/BN2QHbFmnN https://t.co/XqS0dL1zBF",0,0,0,0
#14YearsForSouthIndiaIHPokiri and is not not working properly but it seems to me it will be the same as #14YearsForSouthIndiaIHPokiri,0,0,0,0
BREAKING: Hundreds of people gather on Westminster Bridge to applaud the NHS staff who will be treating them for coronavirus next week.,0,0,0,0
Lovely Bank Holiday news. This is 99-year-old Albert Chambers from Doncaster being clapped by staff at @rdash_nhs 's Tickhill Hospital after recovering from #coronavirus @itvcalendar https://t.co/zKuHuHBXoy,0,0,0,0
"On Monday, 1st March 2021, my beautiful Rebecca and I were at the 37 Military Hospital to take the COVID-19 vaccine publicly. The vaccine is safe, and it will help protect us against the impact of COVID-19 on our health. 1/2 https://t.co/4MVXOioOIo",0,0,0,0
We now have over 150 schools in Alberta with cases of Covid and not a peep from @adrianaLagrange or @jkenney. #ableg #RecallKenney #FireTheUCP https://t.co/RIvnAU6KsB,0,0,0,0
The zero mentions from our Canadian media about zero deaths since March in Canada from Covid19 is obvious. It’s a big deal and our media should be strongly ridiculed for not reporting it to all Canadians. @CBCNews @CTVnews @globalnews,0,0,0,0
"The impressive reduction of mortality achieved during the pandemic for patients admitted to the ICU
From UK @ICNARC @CebmOxford data 
https://t.co/LQcKNwAZIZ https://t.co/VFRv74P9oH",0,0,0,0
Here's what the  people of Saskatchewan must endure as the majority voted for  Moe and the Sask party.  When they could have had a doctor as Premier https://t.co/29O3EtNUoK,0,0,0,0
"This is your daily reminder that you have millions of friends and allies in the EU.

Also, when the UK soon starts its slow and arduous journey back to a closer community with the EU, these connections are the foundation on which new trust can be built. I will cheer with joy. https://t.co/3uLvekP0S1",0,0,0,0
"@DavidLeyonhjelm Ardern outlawed half of food supply against ministry advice on eve of NZ lockdown. Outlawed takeaways, smaller food retailer, each 25% of food supply. https://t.co/63NqlTiExB",0,0,0,0
"Man's $565M anti-mask lawsuit an 'abuse of the Court,' Edmonton judge rules #COVID19 #COVID19AB #yeg https://t.co/qwla7WgqUh",0,0,0,0
"Once this vaccine contract, Article-16, Irish/UK border brouhaha has blown over, I look forward to Keir Starmer telling everyone what they should have done.",0,0,0,0
This is awesome: pre Norman Conquest mill resumes commercial flour production in Dorset thanks to Coronavirus demand. https://t.co/tUdnZUprOl,0,0,0,0
"@wordsleadmeon I dont think they will play until September... too many teams who cannot make it work without fans.  

If they do a Winter Classic while COVID is still a factor, this is the chance to do it at Lake Louise or Whistler with very limited fans on site, but soooo good for TV.",0,0,0,0
Capital gains: What will London be like post-coronavirus? https://t.co/W8ROPiykEI,0,0,0,0
@LindaBauld How on earth can you remember all the complex rules and regs on restrictions and lockdowns - so impressed with your Q&amp;A on @BBCNews this evening. If only you were in charge of messaging and Covid briefings in England!,0,0,0,0
"As if @shandro hadn't done enough damage already.

Now he comes out with a contemptible plan to privatize healthcare and continue his war on doctors. In the middle of #COVID19.

The worst Health Minister in Alberta's history. #ableg #abhealth https://t.co/YnwaPKxG1q",0,0,0,0
"Informative piece by @LizT1 and @CBCNews on the rise in child exploitation during the COVID-19 pandemic. This problem affects communities of all sizes across Canada and the world. 

More info here: https://t.co/44kYUoSxM7 

#yeg #yyc #yql #ymm #gpab #medhat #reddeer #alberta https://t.co/4VGuV98Wp9",0,0,0,0
@BBCBreakfast The #FrenchPresident #macron arrives in the #UK today why doesn't he have to #Quarantine why can't they meet on line #notneeded,0,0,0,0
As Australia forges ahead with lifting COVID-19 restrictions - we have all the details of the sweeping set of changes. #9News https://t.co/be7qz25S9T,0,0,0,0
"MANITOBA COVID-19 UPDATE OCT. 19:
- 80 new cases
- 3,382 total
- 1,743 active cases
- 42 deaths (M90s, 4-M80s, 8-M70s, 3-M60s, 2-M50s, 2-M40s, W100s, 6-W90s, 7-W80s, 4-W70s, 2-W60s)
- 28 hospital, 6 ICU
- 1,597 recoveries
- 226,594 tests
- 1,677 tests yesterday
- TP 4.2%",0,0,0,0
So it’s really not crazy to anyone that almost a year on COVID is a bigger issue than a few months ago in the UK?,0,0,0,0
"Given that Boris declined to do the press conference on day UK reached unwanted target of most coronavirus deaths in Europe, I'm wondering if he'll find an excuse to avoid Keir Starmer at PMQs tomorrow",0,0,0,0
"Singapore's COVID-19 cases top 13,000 after 931 more confirmed https://t.co/SAiWW4nb1g https://t.co/F2seOCj3e4",0,0,0,0
